x1,y1,z1,torso_lift_joint,arm_right_1_joint,arm_right_2_joint,arm_right_3_joint,arm_right_4_joint,arm_right_5_joint,arm_right_6_joint,arm_right_7_joint,gripper_right_tool_mount_joint
-0.2161391055902205,-0.9679895757163391,1.1618920944358666,0.1627757261789607,-1.7884605544622931,-1.7499321627802011,-1.7156075304552347,-0.1423782873488583,0.918586211423588,0.8295027214743874,1.1794080345271571,0.0
0.0889525848572726,-0.3837293835504042,0.3773974974475714,0.2238838800382823,-2.5110431554103623,0.3005209797130488,-1.4822170048815655,-2.106075410519104,-0.7773524768810374,1.4821770179133174,-0.1696826232881775,0.0
0.4430605042935404,0.130370142450493,0.4423777159924758,0.0625019054043865,-2.0662435968458204,-0.0637284434489882,0.3610786449580947,-1.5675607047261424,2.400740328788324,1.4532936120231024,1.063626183258357,0.0
0.7791641656011691,0.2479019540653542,0.9757117778759884,0.2691730472350006,-3.85114265756124,-1.9726970152277707,0.4203216522043418,-1.7305621819574295,2.492173438753128,-0.2293614528916262,-1.5849933617028276,0.0
0.3591888303946333,0.3528868598011543,1.5188223415010949,0.3032979334513797,-3.7868445177349326,-1.8189838800803315,-1.8349851238184105,-0.1744133070777977,0.6849810377028521,1.698023468815389,0.762102610016817,0.0
0.8665576278586636,-0.0311865336447396,1.1229477328094293,0.227742661195383,-4.187939192760536,-0.954457544230512,1.7608218752206866,-0.1326005836943931,-0.1203983882825895,2.0239260405624195,-0.6763576166214492,0.0
0.8062359705262339,0.1203064328936462,0.5234675504957159,0.275036285285736,-4.238890966812698,-0.3634059714323345,-1.1959797258017306,0.4826016518907137,-0.0491643927565343,1.018633250014424,0.2382920735599594,0.0
-0.059709287608652,-0.8928216844389681,0.8407484534058977,0.0747051801903896,-1.272983484780915,-1.1426722724486629,2.0245882579802097,-1.4342872246016674,-0.7378451149400698,1.6115469630780257,1.695857527811207,0.0
0.8024910151842914,-0.2391813145263537,0.980541709773344,0.1089887725498485,-3.420266391300377,-1.6101962984701057,0.0980014144584757,-0.7505994152873646,-0.0234611967268478,-1.3308131723106682,-0.0823882238649468,0.0
0.2073262740063338,-0.3798833950470393,0.254421966573765,0.2000564458614654,-1.047927268340077,-1.2748044927074431,-0.5730057796933463,-0.9438963011452404,2.204443708377653,1.689835395468419,-1.304864833621037,0.0
0.4016310255959257,-0.7003296109450236,0.064430760678471,0.0990770166505298,-3.601917825040815,0.6837170662777303,1.7268207306731158,0.1890453337530855,1.1258206321907016,0.5194974020478506,0.1323904444636267,0.0
0.2886541933599964,-0.6337957022043008,1.1413902129492446,0.0548461659541244,-3.636412881261578,-0.5515809833348899,-1.924866098674432,-2.01454156187168,-1.175815140169393,0.2939780204674662,1.2222630295102517,0.0
0.6149964408004404,0.0651039667269053,1.2025866804758405,0.1947561492034911,-1.8678379195581507,0.344694832714193,0.9370361036489228,-2.094302036778666,-0.9580049375625328,0.980379960083602,-0.0614579530512797,0.0
0.7050366120274586,0.0718725912202653,0.5434953674625479,0.2842718186292362,-1.1693406393744172,0.3491699998061242,2.118025699896511,0.3860772634879001,3.0205248098921937,-0.9911670677110364,1.3164387471429997,0.0
0.2243804597925028,-0.257959320745448,1.404296928209568,0.1338370259478797,-2.5772710525759748,-1.9021544999666868,-1.8807089761258784,0.1966720470205776,0.8072131310516534,2.3475212337202462,0.4994683212159277,0.0
0.7233924574690371,-0.217528493822683,0.6678210450058365,0.297948916737112,-3.69636837377218,-0.1139920654793122,1.3996149634593968,-1.4596650667235274,0.0512001684664472,2.4880667652484303,-1.0476907238049966,0.0
0.6827630259355775,-0.4253505251604472,0.0234376672946929,0.0335237216635627,-3.339857194344486,-0.0100061344937056,0.2827493950096078,-0.6678826338109037,-0.932401056347161,-0.0717408926428441,1.6249257483330126,0.0
0.3873464426293738,0.3191479190749571,1.2535412271653446,0.1479381355036144,-3.93385292474214,-1.4988802806992054,-0.262792812805578,0.0842481518391196,-0.1230012195452024,1.9282528880949628,0.2038131025401722,0.0
