tau1,tau2,tau3,tau4,tau5,tau6,tau7
6.591859,13.374900,5.726636,0.389640,-0.070391,0.207875,-0.336148
6.542953,13.390060,5.713017,0.387490,-0.070012,0.207938,-0.336045
6.493948,13.405280,5.699358,0.385446,-0.069632,0.208003,-0.335942
6.444842,13.420558,5.685661,0.383509,-0.069251,0.208068,-0.335840
6.395638,13.435893,5.671926,0.381678,-0.068870,0.208135,-0.335739
6.346335,13.451285,5.658152,0.379954,-0.068488,0.208202,-0.335638
6.296933,13.466732,5.644341,0.378337,-0.068105,0.208271,-0.335538
6.247434,13.482233,5.630493,0.376827,-0.067721,0.208340,-0.335438
6.197837,13.497787,5.616608,0.375425,-0.067336,0.208411,-0.335339
6.148144,13.513394,5.602686,0.374130,-0.066950,0.208482,-0.335241
6.098353,13.529052,5.588728,0.372943,-0.066564,0.208555,-0.335143
6.048467,13.544761,5.574735,0.371863,-0.066177,0.208628,-0.335045
5.998484,13.560518,5.560706,0.370892,-0.065789,0.208702,-0.334949
5.948407,13.576324,5.546643,0.370029,-0.065400,0.208777,-0.334852
5.898235,13.592176,5.532545,0.369275,-0.065010,0.208853,-0.334757
5.847968,13.608075,5.518412,0.368629,-0.064619,0.208930,-0.334662
5.797607,13.624018,5.504247,0.368091,-0.064228,0.209008,-0.334567
5.747153,13.640006,5.490047,0.367663,-0.063836,0.209087,-0.334473
5.696606,13.656036,5.475815,0.367343,-0.063442,0.209167,-0.334379
5.645966,13.672108,5.461550,0.367133,-0.063048,0.209247,-0.334286
5.595234,13.688221,5.447253,0.367032,-0.062653,0.209328,-0.334194
5.544411,13.704373,5.432925,0.367040,-0.062258,0.209410,-0.334102
5.493496,13.720564,5.418564,0.367158,-0.061861,0.209493,-0.334011
5.442491,13.736792,5.404173,0.367386,-0.061463,0.209577,-0.333920
5.391395,13.753056,5.389752,0.367723,-0.061065,0.209661,-0.333829
5.340210,13.769355,5.375300,0.368170,-0.060666,0.209747,-0.333740
5.288935,13.785689,5.360818,0.368727,-0.060265,0.209833,-0.333650
5.237572,13.802056,5.346307,0.369394,-0.059864,0.209920,-0.333561
5.186121,13.818454,5.331767,0.370171,-0.059462,0.210007,-0.333473
5.134581,13.834883,5.317198,0.371058,-0.059059,0.210095,-0.333385
5.082955,13.851342,5.302601,0.372056,-0.058655,0.210184,-0.333297
5.031242,13.867829,5.287976,0.373164,-0.058251,0.210274,-0.333210
4.979442,13.884343,5.273324,0.374383,-0.057845,0.210364,-0.333123
4.927557,13.900883,5.258644,0.375712,-0.057438,0.210455,-0.333037
4.875587,13.917449,5.243938,0.377151,-0.057031,0.210547,-0.332951
4.823531,13.934038,5.229206,0.378702,-0.056622,0.210639,-0.332866
4.771392,13.950650,5.214448,0.380363,-0.056213,0.210732,-0.332781
4.719169,13.967283,5.199664,0.382134,-0.055803,0.210826,-0.332697
4.666863,13.983937,5.184855,0.384017,-0.055391,0.210920,-0.332612
4.614474,14.000610,5.170022,0.386010,-0.054979,0.211015,-0.332529
4.562004,14.017300,5.155164,0.388114,-0.054566,0.211110,-0.332445
4.509451,14.034008,5.140282,0.390329,-0.054152,0.211206,-0.332362
4.456818,14.050731,5.125377,0.392655,-0.053737,0.211303,-0.332280
4.404105,14.067469,5.110449,0.395092,-0.053321,0.211400,-0.332197
4.351311,14.084220,5.095498,0.397640,-0.052904,0.211498,-0.332115
4.298439,14.100982,5.080525,0.400298,-0.052486,0.211596,-0.332034
4.245488,14.117756,5.065529,0.403068,-0.052067,0.211694,-0.331952
4.192458,14.134539,5.050513,0.405948,-0.051648,0.211794,-0.331871
4.139351,14.151331,5.035475,0.408940,-0.051227,0.211893,-0.331790
4.086167,14.168130,5.020416,0.412042,-0.050805,0.211993,-0.331710
4.032907,14.184934,5.005337,0.415255,-0.050382,0.212094,-0.331630
3.979570,14.201744,4.990238,0.418579,-0.049959,0.212195,-0.331550
3.926159,14.218557,4.975120,0.422013,-0.049534,0.212296,-0.331470
3.872673,14.235372,4.959982,0.425559,-0.049108,0.212398,-0.331391
3.819113,14.252188,4.944826,0.429215,-0.048682,0.212500,-0.331311
3.765479,14.269004,4.929652,0.432982,-0.048254,0.212603,-0.331232
3.711773,14.285818,4.914459,0.436859,-0.047825,0.212706,-0.331153
3.657994,14.302629,4.899249,0.440847,-0.047396,0.212809,-0.331075
3.604144,14.319437,4.884022,0.444945,-0.046965,0.212913,-0.330996
3.550223,14.336239,4.868778,0.449153,-0.046534,0.213017,-0.330918
3.496232,14.353035,4.853518,0.453472,-0.046101,0.213122,-0.330840
3.442171,14.369823,4.838242,0.457901,-0.045667,0.213226,-0.330762
3.388041,14.386602,4.822950,0.462440,-0.045233,0.213331,-0.330684
3.333842,14.403371,4.807644,0.467089,-0.044797,0.213436,-0.330606
3.279576,14.420128,4.792322,0.471848,-0.044361,0.213542,-0.330528
3.225243,14.436872,4.776987,0.476717,-0.043923,0.213648,-0.330451
3.170843,14.453602,4.761637,0.481696,-0.043484,0.213753,-0.330373
3.116377,14.470317,4.746274,0.486784,-0.043044,0.213860,-0.330295
3.061847,14.487014,4.730898,0.491981,-0.042604,0.213966,-0.330218
3.007252,14.503694,4.715509,0.497288,-0.042162,0.214073,-0.330140
2.952593,14.520355,4.700108,0.502704,-0.041719,0.214179,-0.330063
2.897871,14.536994,4.684695,0.508228,-0.041276,0.214286,-0.329986
2.843087,14.553612,4.669270,0.513862,-0.040831,0.214393,-0.329908
2.788241,14.570207,4.653835,0.519604,-0.040385,0.214500,-0.329830
2.733334,14.586777,4.638389,0.525455,-0.039938,0.214608,-0.329753
2.678366,14.603321,4.622933,0.531414,-0.039490,0.214715,-0.329675
2.623340,14.619838,4.607466,0.537482,-0.039041,0.214822,-0.329597
2.568254,14.636326,4.591991,0.543657,-0.038591,0.214930,-0.329520
2.513110,14.652785,4.576507,0.549940,-0.038140,0.215038,-0.329442
2.457909,14.669212,4.561014,0.556331,-0.037688,0.215145,-0.329364
2.402651,14.685607,4.545512,0.562829,-0.037235,0.215253,-0.329285
2.347337,14.701968,4.530003,0.569435,-0.036781,0.215361,-0.329207
2.291968,14.718294,4.514487,0.576147,-0.036326,0.215468,-0.329128
2.236545,14.734583,4.498964,0.582966,-0.035870,0.215576,-0.329049
2.181068,14.750835,4.483434,0.589892,-0.035413,0.215684,-0.328970
2.125538,14.767047,4.467899,0.596924,-0.034955,0.215791,-0.328891
2.069956,14.783219,4.452357,0.604062,-0.034495,0.215899,-0.328812
2.014322,14.799349,4.436811,0.611306,-0.034035,0.216006,-0.328732
1.958638,14.815436,4.421260,0.618655,-0.033574,0.216113,-0.328652
1.902904,14.831478,4.405704,0.626110,-0.033111,0.216221,-0.328572
1.847122,14.847475,4.390144,0.633670,-0.032648,0.216328,-0.328491
1.791290,14.863424,4.374581,0.641335,-0.032183,0.216435,-0.328410
1.735412,14.879324,4.359015,0.649104,-0.031718,0.216541,-0.328328
1.679487,14.895175,4.343446,0.656977,-0.031251,0.216648,-0.328247
1.623515,14.910974,4.327874,0.664955,-0.030784,0.216755,-0.328165
1.567499,14.926720,4.312301,0.673036,-0.030315,0.216861,-0.328082
1.511439,14.942412,4.296727,0.681220,-0.029846,0.216967,-0.327999
1.455336,14.958049,4.281151,0.689508,-0.029375,0.217073,-0.327916
1.399190,14.973629,4.265575,0.697898,-0.028903,0.217178,-0.327832
1.343002,14.989151,4.249999,0.706390,-0.028431,0.217283,-0.327748
1.286774,15.004614,4.234423,0.714985,-0.027957,0.217389,-0.327663
1.230505,15.020015,4.218848,0.723682,-0.027482,0.217493,-0.327577
1.174198,15.035354,4.203274,0.732480,-0.027006,0.217598,-0.327491
1.117852,15.050630,4.187702,0.741379,-0.026529,0.217702,-0.327405
1.061469,15.065840,4.172131,0.750379,-0.026051,0.217806,-0.327318
1.005049,15.080984,4.156564,0.759479,-0.025573,0.217909,-0.327230
0.948594,15.096060,4.140999,0.768680,-0.025093,0.218012,-0.327142
0.892104,15.111067,4.125437,0.777980,-0.024612,0.218115,-0.327053
0.835580,15.126003,4.109880,0.787379,-0.024130,0.218217,-0.326964
0.779024,15.140868,4.094326,0.796877,-0.023647,0.218319,-0.326874
0.722435,15.155659,4.078778,0.806474,-0.023163,0.218420,-0.326783
0.665815,15.170375,4.063234,0.816169,-0.022678,0.218521,-0.326691
0.609166,15.185015,4.047696,0.825962,-0.022192,0.218622,-0.326599
0.552487,15.199578,4.032165,0.835852,-0.021705,0.218722,-0.326506
0.495779,15.214062,4.016639,0.845839,-0.021217,0.218821,-0.326412
0.439045,15.228465,4.001121,0.855923,-0.020728,0.218921,-0.326317
0.382284,15.242787,3.985610,0.866103,-0.020238,0.219019,-0.326222
0.325497,15.257026,3.970106,0.876378,-0.019747,0.219117,-0.326126
0.268686,15.271180,3.954612,0.886749,-0.019256,0.219215,-0.326029
0.211852,15.285248,3.939125,0.897215,-0.018763,0.219312,-0.325931
0.154995,15.299230,3.923648,0.907775,-0.018269,0.219408,-0.325832
0.098116,15.313122,3.908181,0.918429,-0.017774,0.219504,-0.325732
0.041217,15.326925,3.892724,0.929176,-0.017278,0.219599,-0.325632
-0.015702,15.340636,3.877278,0.940017,-0.016782,0.219693,-0.325530
-0.072640,15.354254,3.861842,0.950950,-0.016284,0.219787,-0.325428
-0.129595,15.367778,3.846418,0.961975,-0.015785,0.219880,-0.325324
-0.186566,15.381207,3.831006,0.973092,-0.015286,0.219973,-0.325220
-0.243553,15.394538,3.815606,0.984299,-0.014785,0.220065,-0.325114
-0.300555,15.407771,3.800220,0.995598,-0.014284,0.220156,-0.325008
-0.357570,15.420904,3.784846,1.006987,-0.013781,0.220246,-0.324900
-0.414598,15.433937,3.769487,1.018465,-0.013278,0.220336,-0.324792
-0.471637,15.446866,3.754142,1.030032,-0.012774,0.220425,-0.324682
-0.528687,15.459692,3.738812,1.041688,-0.012269,0.220513,-0.324571
-0.585746,15.472412,3.723497,1.053432,-0.011763,0.220601,-0.324459
-0.642813,15.485026,3.708197,1.065264,-0.011256,0.220687,-0.324346
-0.699888,15.497531,3.692914,1.077183,-0.010748,0.220773,-0.324232
-0.756969,15.509927,3.677648,1.089188,-0.010239,0.220858,-0.324116
-0.814054,15.522212,3.662399,1.101279,-0.009730,0.220942,-0.323999
-0.871144,15.534385,3.647167,1.113456,-0.009219,0.221026,-0.323881
-0.928237,15.546445,3.631954,1.125717,-0.008708,0.221108,-0.323762
-0.985331,15.558389,3.616759,1.138063,-0.008196,0.221190,-0.323642
-1.042427,15.570216,3.601584,1.150492,-0.007683,0.221271,-0.323520
-1.099521,15.581926,3.586428,1.163005,-0.007169,0.221351,-0.323397
-1.156615,15.593517,3.571292,1.175600,-0.006655,0.221429,-0.323273
-1.213705,15.604987,3.556176,1.188278,-0.006139,0.221507,-0.323147
-1.270792,15.616336,3.541082,1.201036,-0.005623,0.221585,-0.323020
-1.327875,15.627561,3.526010,1.213876,-0.005106,0.221661,-0.322891
-1.384951,15.638661,3.510959,1.226796,-0.004588,0.221736,-0.322762
-1.442020,15.649635,3.495931,1.239795,-0.004069,0.221810,-0.322630
-1.499080,15.660482,3.480926,1.252874,-0.003550,0.221883,-0.322498
-1.556132,15.671200,3.465945,1.266031,-0.003029,0.221955,-0.322363
-1.613172,15.681788,3.450988,1.279266,-0.002508,0.222027,-0.322228
-1.670201,15.692244,3.436055,1.292578,-0.001987,0.222097,-0.322091
-1.727217,15.702567,3.421148,1.305966,-0.001464,0.222166,-0.321952
-1.784219,15.712757,3.406266,1.319431,-0.000941,0.222234,-0.321812
-1.841206,15.722810,3.391410,1.332971,-0.000417,0.222301,-0.321670
-1.898176,15.732727,3.376581,1.346585,0.000108,0.222367,-0.321527
-1.955128,15.742505,3.361779,1.360273,0.000633,0.222431,-0.321382
-2.012062,15.752144,3.347005,1.374035,0.001159,0.222495,-0.321236
-2.068976,15.761641,3.332259,1.387870,0.001686,0.222558,-0.321088
-2.125868,15.770997,3.317541,1.401776,0.002214,0.222619,-0.320938
-2.182738,15.780208,3.302853,1.415754,0.002742,0.222679,-0.320787
-2.239584,15.789275,3.288194,1.429803,0.003270,0.222738,-0.320634
-2.296405,15.798195,3.273566,1.443922,0.003800,0.222796,-0.320479
-2.353201,15.806967,3.258968,1.458110,0.004330,0.222853,-0.320323
-2.409968,15.815591,3.244402,1.472366,0.004861,0.222909,-0.320164
-2.466708,15.824064,3.229868,1.486691,0.005392,0.222963,-0.320005
-2.523417,15.832385,3.215366,1.501083,0.005924,0.223016,-0.319843
-2.580095,15.840554,3.200897,1.515542,0.006456,0.223068,-0.319680
-2.636742,15.848568,3.186461,1.530066,0.006989,0.223119,-0.319515
-2.693354,15.856426,3.172059,1.544656,0.007523,0.223168,-0.319348
-2.749932,15.864128,3.157692,1.559310,0.008057,0.223216,-0.319179
-2.806473,15.871671,3.143359,1.574028,0.008591,0.223263,-0.319008
-2.862978,15.879055,3.129063,1.588808,0.009127,0.223309,-0.318836
-2.919443,15.886277,3.114802,1.603652,0.009662,0.223353,-0.318662
-2.975869,15.893338,3.100578,1.618556,0.010199,0.223396,-0.318486
-3.032254,15.900235,3.086391,1.633522,0.010735,0.223438,-0.318308
-3.088596,15.906968,3.072242,1.648548,0.011272,0.223478,-0.318128
-3.144895,15.913534,3.058132,1.663633,0.011810,0.223517,-0.317946
-3.201148,15.919933,3.044060,1.678777,0.012348,0.223555,-0.317762
-3.257355,15.926164,3.030027,1.693978,0.012887,0.223592,-0.317577
-3.313515,15.932224,3.016034,1.709237,0.013426,0.223627,-0.317389
-3.369626,15.938114,3.002082,1.724552,0.013965,0.223660,-0.317199
-3.425686,15.943831,2.988171,1.739923,0.014505,0.223692,-0.317008
-3.481696,15.949375,2.974301,1.755349,0.015045,0.223723,-0.316814
-3.537652,15.954743,2.960474,1.770828,0.015585,0.223753,-0.316618
-3.593554,15.959936,2.946689,1.786361,0.016126,0.223781,-0.316421
-3.649401,15.964951,2.932948,1.801947,0.016667,0.223808,-0.316221
-3.705191,15.969788,2.919250,1.817584,0.017209,0.223833,-0.316019
-3.760923,15.974444,2.905596,1.833273,0.017750,0.223857,-0.315815
-3.816596,15.978920,2.891988,1.849012,0.018293,0.223879,-0.315610
-3.872209,15.983213,2.878425,1.864800,0.018835,0.223900,-0.315402
-3.927759,15.987323,2.864908,1.880636,0.019378,0.223920,-0.315192
-3.983246,15.991248,2.851438,1.896521,0.019920,0.223938,-0.314979
-4.038668,15.994987,2.838015,1.912452,0.020464,0.223954,-0.314765
-4.094024,15.998539,2.824639,1.928430,0.021007,0.223969,-0.314549
-4.149313,16.001902,2.811312,1.944454,0.021551,0.223983,-0.314330
-4.204534,16.005077,2.798034,1.960522,0.022094,0.223995,-0.314109
-4.259684,16.008060,2.784806,1.976634,0.022638,0.224006,-0.313886
-4.314764,16.010851,2.771627,1.992788,0.023182,0.224015,-0.313661
-4.369770,16.013450,2.758499,2.008986,0.023727,0.224023,-0.313434
-4.424703,16.015854,2.745422,2.025224,0.024271,0.224029,-0.313205
-4.479561,16.018062,2.732397,2.041503,0.024816,0.224034,-0.312973
-4.534342,16.020074,2.719424,2.057822,0.025360,0.224037,-0.312739
-4.589045,16.021889,2.706504,2.074180,0.025905,0.224039,-0.312503
-4.643669,16.023504,2.693638,2.090576,0.026450,0.224039,-0.312265
-4.698212,16.024920,2.680825,2.107010,0.026994,0.224037,-0.312024
-4.752673,16.026134,2.668068,2.123480,0.027539,0.224034,-0.311781
-4.807051,16.027146,2.655365,2.139985,0.028084,0.224030,-0.311536
-4.861344,16.027955,2.642718,2.156525,0.028629,0.224024,-0.311289
-4.915552,16.028559,2.630128,2.173100,0.029174,0.224016,-0.311039
-4.969672,16.028958,2.617594,2.189707,0.029719,0.224007,-0.310788
-5.023704,16.029150,2.605118,2.206347,0.030264,0.223997,-0.310533
-5.077646,16.029134,2.592701,2.223019,0.030808,0.223984,-0.310277
-5.131496,16.028909,2.580341,2.239721,0.031353,0.223971,-0.310018
-5.185254,16.028474,2.568042,2.256452,0.031898,0.223955,-0.309757
-5.238918,16.027829,2.555801,2.273213,0.032442,0.223938,-0.309494
-5.292487,16.026971,2.543622,2.290002,0.032987,0.223920,-0.309228
-5.345959,16.025900,2.531503,2.306818,0.033531,0.223900,-0.308960
-5.399334,16.024614,2.519446,2.323661,0.034075,0.223878,-0.308690
-5.452609,16.023114,2.507451,2.340529,0.034619,0.223855,-0.308418
-5.505784,16.021397,2.495519,2.357422,0.035163,0.223831,-0.308143
-5.558857,16.019463,2.483650,2.374339,0.035706,0.223804,-0.307865
-5.611827,16.017311,2.471845,2.391279,0.036250,0.223776,-0.307586
-5.664692,16.014939,2.460105,2.408241,0.036793,0.223747,-0.307304
-5.717452,16.012347,2.448429,2.425224,0.037336,0.223716,-0.307019
-5.770105,16.009533,2.436820,2.442228,0.037878,0.223684,-0.306733
-5.822650,16.006497,2.425276,2.459251,0.038420,0.223649,-0.306444
-5.875085,16.003238,2.413799,2.476293,0.038962,0.223614,-0.306152
-5.927409,15.999754,2.402390,2.493353,0.039504,0.223576,-0.305859
-5.979620,15.996046,2.391049,2.510430,0.040046,0.223538,-0.305563
-6.031719,15.992111,2.379776,2.527524,0.040587,0.223497,-0.305264
-6.083703,15.987948,2.368572,2.544632,0.041127,0.223455,-0.304963
-6.135570,15.983558,2.357438,2.561755,0.041668,0.223412,-0.304660
-6.187321,15.978938,2.346374,2.578892,0.042207,0.223367,-0.304355
-6.238953,15.974089,2.335381,2.596042,0.042747,0.223320,-0.304047
-6.290465,15.969008,2.324460,2.613203,0.043286,0.223272,-0.303737
-6.341856,15.963696,2.313610,2.630375,0.043825,0.223222,-0.303424
-6.393125,15.958151,2.302833,2.647558,0.044363,0.223171,-0.303109
-6.444270,15.952373,2.292129,2.664750,0.044901,0.223118,-0.302792
-6.495291,15.946359,2.281499,2.681951,0.045438,0.223064,-0.302472
-6.546186,15.940111,2.270943,2.699159,0.045975,0.223008,-0.302150
-6.596953,15.933626,2.260462,2.716374,0.046511,0.222951,-0.301825
-6.647592,15.926904,2.250056,2.733594,0.047046,0.222892,-0.301499
-6.698102,15.919944,2.239726,2.750820,0.047582,0.222831,-0.301169
-6.748480,15.912746,2.229473,2.768050,0.048116,0.222769,-0.300838
-6.798727,15.905307,2.219297,2.785284,0.048650,0.222706,-0.300504
-6.848841,15.897628,2.209198,2.802520,0.049183,0.222641,-0.300168
-6.898820,15.889708,2.199178,2.819757,0.049716,0.222574,-0.299829
-6.948664,15.881546,2.189236,2.836996,0.050248,0.222506,-0.299488
-6.998371,15.873141,2.179373,2.854234,0.050780,0.222437,-0.299145
-7.047940,15.864492,2.169591,2.871471,0.051311,0.222366,-0.298800
-7.097370,15.855599,2.159889,2.888707,0.051841,0.222293,-0.298452
-7.146660,15.846460,2.150267,2.905940,0.052370,0.222219,-0.298101
-7.195809,15.837076,2.140727,2.923170,0.052899,0.222144,-0.297749
-7.244815,15.827445,2.131269,2.940395,0.053427,0.222067,-0.297394
-7.293678,15.817566,2.121894,2.957616,0.053955,0.221989,-0.297037
-7.342397,15.807439,2.112601,2.974830,0.054481,0.221909,-0.296677
-7.390969,15.797063,2.103393,2.992038,0.055007,0.221828,-0.296316
-7.439395,15.786438,2.094268,3.009238,0.055532,0.221745,-0.295951
-7.487674,15.775562,2.085228,3.026430,0.056056,0.221661,-0.295585
-7.535803,15.764435,2.076273,3.043612,0.056580,0.221576,-0.295216
-7.583782,15.753057,2.067404,3.060784,0.057103,0.221489,-0.294846
-7.631611,15.741426,2.058621,3.077945,0.057625,0.221401,-0.294472
-7.679287,15.729542,2.049924,3.095095,0.058146,0.221311,-0.294097
-7.726811,15.717404,2.041315,3.112232,0.058666,0.221220,-0.293719
-7.774180,15.705012,2.032794,3.129356,0.059185,0.221128,-0.293339
-7.821395,15.692365,2.024360,3.146465,0.059703,0.221034,-0.292957
-7.868453,15.679462,2.016016,3.163559,0.060221,0.220939,-0.292573
-7.915354,15.666304,2.007760,3.180638,0.060738,0.220843,-0.292186
-7.962098,15.652888,1.999595,3.197700,0.061253,0.220746,-0.291797
-8.008682,15.639215,1.991519,3.214744,0.061768,0.220647,-0.291406
-8.055107,15.625284,1.983534,3.231770,0.062282,0.220546,-0.291013
-8.101371,15.611094,1.975641,3.248778,0.062795,0.220445,-0.290618
-8.147474,15.596646,1.967838,3.265765,0.063307,0.220342,-0.290220
-8.193413,15.581937,1.960128,3.282731,0.063818,0.220238,-0.289821
-8.239190,15.566969,1.952511,3.299677,0.064328,0.220133,-0.289419
-8.284802,15.551739,1.944986,3.316600,0.064837,0.220026,-0.289015
-8.330249,15.536249,1.937555,3.333500,0.065345,0.219919,-0.288609
-8.375529,15.520497,1.930217,3.350376,0.065852,0.219810,-0.288200
-8.420643,15.504482,1.922974,3.367227,0.066358,0.219700,-0.287790
-8.465590,15.488205,1.915826,3.384054,0.066862,0.219588,-0.287378
-8.510368,15.471664,1.908773,3.400854,0.067366,0.219476,-0.286963
-8.554976,15.454860,1.901815,3.417627,0.067869,0.219362,-0.286547
-8.599414,15.437792,1.894954,3.434373,0.068371,0.219248,-0.286128
-8.643682,15.420459,1.888189,3.451090,0.068871,0.219132,-0.285708
-8.687778,15.402862,1.881521,3.467778,0.069371,0.219015,-0.285285
-8.731702,15.384998,1.874950,3.484436,0.069869,0.218897,-0.284860
-8.775453,15.366869,1.868477,3.501064,0.070366,0.218778,-0.284434
-8.819030,15.348474,1.862101,3.517660,0.070862,0.218657,-0.284005
-8.862432,15.329812,1.855825,3.534224,0.071357,0.218536,-0.283574
-8.905660,15.310884,1.849647,3.550755,0.071851,0.218414,-0.283142
-8.948711,15.291688,1.843568,3.567253,0.072344,0.218291,-0.282707
-8.991587,15.272224,1.837588,3.583716,0.072836,0.218166,-0.282271
-9.034285,15.252492,1.831709,3.600144,0.073326,0.218041,-0.281832
-9.076806,15.232492,1.825930,3.616536,0.073815,0.217915,-0.281392
-9.119148,15.212223,1.820251,3.632892,0.074303,0.217788,-0.280950
-9.161312,15.191686,1.814674,3.649211,0.074790,0.217660,-0.280506
-9.203296,15.170879,1.809198,3.665492,0.075276,0.217531,-0.280060
-9.245101,15.149802,1.803823,3.681734,0.075760,0.217401,-0.279613
-9.286725,15.128456,1.798550,3.697937,0.076244,0.217270,-0.279163
-9.328168,15.106840,1.793380,3.714100,0.076726,0.217138,-0.278712
-9.369429,15.084953,1.788312,3.730222,0.077206,0.217006,-0.278259
-9.410509,15.062796,1.783347,3.746303,0.077686,0.216872,-0.277804
-9.451406,15.040368,1.778485,3.762342,0.078164,0.216738,-0.277347
