q0,q1,q2,q3,q4,q5,q6
-0.522674215,-1.318167181,0.856760323,-1.081167472,-0.710278315,-0.147839632,0.657796459
-0.525490966,-1.316783899,0.857311016,-1.081426081,-0.711310190,-0.147490473,0.657395503
-0.528307030,-1.315394429,0.857857174,-1.081678095,-0.712340674,-0.147141576,0.656991394
-0.531122385,-1.313998784,0.858398798,-1.081923511,-0.713369759,-0.146792944,0.656584139
-0.533937012,-1.312596976,0.858935888,-1.082162326,-0.714397437,-0.146444582,0.656173743
-0.536750890,-1.311189019,0.859468443,-1.082394536,-0.715423699,-0.146096492,0.655760213
-0.539563998,-1.309774926,0.859996463,-1.082620137,-0.716448539,-0.145748681,0.655343557
-0.542376318,-1.308354709,0.860519949,-1.082839127,-0.717471948,-0.145401151,0.654923779
-0.545187827,-1.306928380,0.861038900,-1.083051501,-0.718493919,-0.145053906,0.654500888
-0.547998507,-1.305495954,0.861553317,-1.083257258,-0.719514443,-0.144706951,0.654074889
-0.550808337,-1.304057443,0.862063200,-1.083456394,-0.720533513,-0.144360290,0.653645789
-0.553617297,-1.302612861,0.862568549,-1.083648906,-0.721551121,-0.144013926,0.653213595
-0.556425365,-1.301162219,0.863069363,-1.083834790,-0.722567259,-0.143667864,0.652778313
-0.559232524,-1.299705532,0.863565644,-1.084014044,-0.723581920,-0.143322108,0.652339951
-0.562038751,-1.298242813,0.864057392,-1.084186666,-0.724595096,-0.142976662,0.651898514
-0.564844027,-1.296774075,0.864544606,-1.084352651,-0.725606779,-0.142631529,0.651454009
-0.567648331,-1.295299331,0.865027288,-1.084511998,-0.726616962,-0.142286715,0.651006443
-0.570451644,-1.293818594,0.865505437,-1.084664704,-0.727625636,-0.141942222,0.650555823
-0.573253945,-1.292331879,0.865979053,-1.084810766,-0.728632794,-0.141598055,0.650102156
-0.576055214,-1.290839197,0.866448138,-1.084950181,-0.729638429,-0.141254218,0.649645448
-0.578855430,-1.289340564,0.866912692,-1.085082947,-0.730642533,-0.140910715,0.649185707
-0.581654575,-1.287835991,0.867372715,-1.085209062,-0.731645098,-0.140567550,0.648722938
-0.584452626,-1.286325494,0.867828208,-1.085328522,-0.732646116,-0.140224727,0.648257149
-0.587249565,-1.284809085,0.868279170,-1.085441327,-0.733645580,-0.139882250,0.647788347
-0.590045371,-1.283286778,0.868725604,-1.085547472,-0.734643483,-0.139540124,0.647316538
-0.592840023,-1.281758586,0.869167508,-1.085646957,-0.735639817,-0.139198351,0.646841730
-0.595633503,-1.280224524,0.869604885,-1.085739779,-0.736634574,-0.138856936,0.646363930
-0.598425789,-1.278684605,0.870037734,-1.085825936,-0.737627747,-0.138515884,0.645883143
-0.601216861,-1.277138843,0.870466056,-1.085905425,-0.738619328,-0.138175198,0.645399378
-0.604006699,-1.275587252,0.870889853,-1.085978246,-0.739609310,-0.137834882,0.644912642
-0.606795284,-1.274029845,0.871309123,-1.086044395,-0.740597685,-0.137494940,0.644422940
-0.609582595,-1.272466637,0.871723870,-1.086103871,-0.741584446,-0.137155377,0.643930281
-0.612368611,-1.270897642,0.872134092,-1.086156672,-0.742569586,-0.136816195,0.643434672
-0.615153313,-1.269322872,0.872539792,-1.086202796,-0.743553097,-0.136477400,0.642936119
-0.617936681,-1.267742344,0.872940969,-1.086242242,-0.744534971,-0.136138995,0.642434629
-0.620718694,-1.266156070,0.873337625,-1.086275007,-0.745515202,-0.135800985,0.641930210
-0.623499333,-1.264564065,0.873729761,-1.086301092,-0.746493781,-0.135463372,0.641422869
-0.626278578,-1.262966343,0.874117378,-1.086320492,-0.747470702,-0.135126162,0.640912612
-0.629056407,-1.261362918,0.874500476,-1.086333209,-0.748445957,-0.134789359,0.640399448
-0.631832802,-1.259753804,0.874879057,-1.086339239,-0.749419539,-0.134452965,0.639883383
-0.634607742,-1.258139016,0.875253121,-1.086338581,-0.750391440,-0.134116986,0.639364424
-0.637381207,-1.256518568,0.875622670,-1.086331235,-0.751361654,-0.133781425,0.638842579
-0.640153177,-1.254892475,0.875987705,-1.086317198,-0.752330173,-0.133446287,0.638317854
-0.642923632,-1.253260750,0.876348227,-1.086296470,-0.753296989,-0.133111574,0.637790258
-0.645692553,-1.251623408,0.876704237,-1.086269050,-0.754262096,-0.132777292,0.637259797
-0.648459918,-1.249980464,0.877055736,-1.086234936,-0.755225486,-0.132443445,0.636726479
-0.651225708,-1.248331932,0.877402725,-1.086194128,-0.756187153,-0.132110035,0.636190311
-0.653989904,-1.246677827,0.877745207,-1.086146624,-0.757147088,-0.131777068,0.635651300
-0.656752484,-1.245018164,0.878083181,-1.086092424,-0.758105285,-0.131444547,0.635109454
-0.659513429,-1.243352956,0.878416649,-1.086031527,-0.759061736,-0.131112476,0.634564780
-0.662272720,-1.241682220,0.878745614,-1.085963931,-0.760016435,-0.130780859,0.634017285
-0.665030336,-1.240005968,0.879070075,-1.085889637,-0.760969375,-0.130449701,0.633466978
-0.667786257,-1.238324217,0.879390034,-1.085808643,-0.761920547,-0.130119004,0.632913864
-0.670540463,-1.236636981,0.879705494,-1.085720949,-0.762869946,-0.129788774,0.632357952
-0.673292935,-1.234944275,0.880016454,-1.085626555,-0.763817564,-0.129459013,0.631799249
-0.676043652,-1.233246113,0.880322918,-1.085525459,-0.764763394,-0.129129727,0.631237762
-0.678792594,-1.231542511,0.880624885,-1.085417662,-0.765707430,-0.128800919,0.630673500
-0.681539743,-1.229833484,0.880922359,-1.085303163,-0.766649663,-0.128472593,0.630106469
-0.684285077,-1.228119046,0.881215339,-1.085181962,-0.767590087,-0.128144752,0.629536678
-0.687028577,-1.226399213,0.881503829,-1.085054058,-0.768528695,-0.127817402,0.628964133
-0.689770223,-1.224673999,0.881787829,-1.084919451,-0.769465481,-0.127490545,0.628388842
-0.692509995,-1.222943421,0.882067342,-1.084778142,-0.770400437,-0.127164186,0.627810813
-0.695247874,-1.221207492,0.882342368,-1.084630129,-0.771333556,-0.126838329,0.627230053
-0.697983839,-1.219466228,0.882612911,-1.084475413,-0.772264832,-0.126512977,0.626646570
-0.700717871,-1.217719645,0.882878970,-1.084313995,-0.773194257,-0.126188135,0.626060372
-0.703449951,-1.215967757,0.883140549,-1.084145873,-0.774121825,-0.125863807,0.625471466
-0.706180057,-1.214210580,0.883397649,-1.083971049,-0.775047529,-0.125539996,0.624879860
-0.708908171,-1.212448129,0.883650271,-1.083789521,-0.775971362,-0.125216707,0.624285562
-0.711634272,-1.210680420,0.883898418,-1.083601292,-0.776893317,-0.124893943,0.623688578
-0.714358342,-1.208907468,0.884142092,-1.083406361,-0.777813388,-0.124571708,0.623088918
-0.717080359,-1.207129288,0.884381295,-1.083204727,-0.778731568,-0.124250006,0.622486588
-0.719800306,-1.205345896,0.884616027,-1.082996393,-0.779647849,-0.123928842,0.621881597
-0.722518161,-1.203557307,0.884846293,-1.082781358,-0.780562226,-0.123608218,0.621273952
-0.725233905,-1.201763537,0.885072092,-1.082559622,-0.781474691,-0.123288140,0.620663661
-0.727947519,-1.199964602,0.885293429,-1.082331187,-0.782385239,-0.122968610,0.620050732
-0.730658982,-1.198160516,0.885510304,-1.082096053,-0.783293861,-0.122649633,0.619435172
-0.733368276,-1.196351297,0.885722719,-1.081854221,-0.784200552,-0.122331213,0.618816990
-0.736075380,-1.194536959,0.885930677,-1.081605691,-0.785105306,-0.122013353,0.618196193
-0.738780275,-1.192717518,0.886134181,-1.081350465,-0.786008114,-0.121696058,0.617572789
-0.741482942,-1.190892990,0.886333231,-1.081088542,-0.786908972,-0.121379331,0.616946786
-0.744183360,-1.189063391,0.886527831,-1.080819925,-0.787807871,-0.121063177,0.616318192
-0.746881511,-1.187228736,0.886717982,-1.080544614,-0.788704807,-0.120747598,0.615687015
-0.749577374,-1.185389042,0.886903688,-1.080262611,-0.789599771,-0.120432600,0.615053262
-0.752270930,-1.183544324,0.887084949,-1.079973915,-0.790492758,-0.120118186,0.614416942
-0.754962160,-1.181694598,0.887261769,-1.079678530,-0.791383761,-0.119804359,0.613778062
-0.757651044,-1.179839881,0.887434150,-1.079376455,-0.792272775,-0.119491124,0.613136631
-0.760337562,-1.177980187,0.887602094,-1.079067692,-0.793159791,-0.119178484,0.612492656
-0.763021696,-1.176115534,0.887765604,-1.078752242,-0.794044804,-0.118866444,0.611846146
-0.765703425,-1.174245937,0.887924682,-1.078430107,-0.794927808,-0.118555007,0.611197108
-0.768382731,-1.172371413,0.888079331,-1.078101289,-0.795808795,-0.118244178,0.610545550
-0.771059593,-1.170491977,0.888229553,-1.077765788,-0.796687761,-0.117933959,0.609891482
-0.773733993,-1.168607646,0.888375350,-1.077423607,-0.797564698,-0.117624355,0.609234909
-0.776405911,-1.166718436,0.888516726,-1.077074747,-0.798439599,-0.117315369,0.608575842
-0.779075327,-1.164824363,0.888653683,-1.076719209,-0.799312460,-0.117007007,0.607914287
-0.781742223,-1.162925443,0.888786223,-1.076356996,-0.800183273,-0.116699270,0.607250253
-0.784406579,-1.161021693,0.888914349,-1.075988109,-0.801052032,-0.116392164,0.606583747
-0.787068375,-1.159113129,0.889038064,-1.075612550,-0.801918731,-0.116085691,0.605914779
-0.789727593,-1.157199767,0.889157370,-1.075230321,-0.802783364,-0.115779857,0.605243356
-0.792384212,-1.155281625,0.889272271,-1.074841425,-0.803645924,-0.115474664,0.604569487
-0.795038215,-1.153358717,0.889382768,-1.074445862,-0.804506406,-0.115170116,0.603893179
-0.797689581,-1.151431061,0.889488866,-1.074043636,-0.805364803,-0.114866218,0.603214440
-0.800338291,-1.149498674,0.889590566,-1.073634747,-0.806221109,-0.114562973,0.602533279
-0.802984327,-1.147561571,0.889687871,-1.073219200,-0.807075318,-0.114260384,0.601849705
-0.805627668,-1.145619769,0.889780785,-1.072796995,-0.807927424,-0.113958456,0.601163724
-0.808268296,-1.143673285,0.889869310,-1.072368135,-0.808777420,-0.113657193,0.600475347
-0.810906192,-1.141722136,0.889953449,-1.071932622,-0.809625301,-0.113356598,0.599784580
-0.813541336,-1.139766338,0.890033205,-1.071490460,-0.810471061,-0.113056675,0.599091432
-0.816173710,-1.137805908,0.890108582,-1.071041650,-0.811314694,-0.112757428,0.598395911
-0.818803293,-1.135840862,0.890179581,-1.070586195,-0.812156193,-0.112458860,0.597698026
-0.821430068,-1.133871218,0.890246207,-1.070124097,-0.812995553,-0.112160976,0.596997784
-0.824054015,-1.131896991,0.890308462,-1.069655360,-0.813832768,-0.111863778,0.596295195
-0.826675115,-1.129918200,0.890366349,-1.069179985,-0.814667832,-0.111567272,0.595590266
-0.829293350,-1.127934860,0.890419872,-1.068697976,-0.815500738,-0.111271460,0.594883007
-0.831908699,-1.125946989,0.890469034,-1.068209336,-0.816331482,-0.110976347,0.594173424
-0.834521144,-1.123954603,0.890513837,-1.067714067,-0.817160057,-0.110681935,0.593461527
-0.837130667,-1.121957719,0.890554286,-1.067212173,-0.817986457,-0.110388230,0.592747324
-0.839737248,-1.119956355,0.890590382,-1.066703656,-0.818810677,-0.110095234,0.592030823
-0.842340868,-1.117950528,0.890622131,-1.066188519,-0.819632710,-0.109802951,0.591312033
-0.844941508,-1.115940253,0.890649534,-1.065666766,-0.820452552,-0.109511386,0.590590962
-0.847539150,-1.113925549,0.890672596,-1.065138399,-0.821270196,-0.109220541,0.589867618
-0.850133775,-1.111906433,0.890691319,-1.064603423,-0.822085636,-0.108930420,0.589142011
-0.852725363,-1.109882921,0.890705707,-1.064061840,-0.822898867,-0.108641028,0.588414147
-0.855313897,-1.107855031,0.890715763,-1.063513653,-0.823709883,-0.108352368,0.587684037
-0.857899357,-1.105822779,0.890721491,-1.062958866,-0.824518678,-0.108064443,0.586951688
-0.860481725,-1.103786184,0.890722895,-1.062397483,-0.825325248,-0.107777257,0.586217109
-0.863060981,-1.101745262,0.890719977,-1.061829506,-0.826129585,-0.107490815,0.585480308
-0.865637107,-1.099700030,0.890712742,-1.061254941,-0.826931685,-0.107205118,0.584741294
-0.868210085,-1.097650507,0.890701192,-1.060673789,-0.827731542,-0.106920173,0.584000076
-0.870779895,-1.095596708,0.890685332,-1.060086055,-0.828529150,-0.106635981,0.583256661
-0.873346520,-1.093538652,0.890665165,-1.059491742,-0.829324505,-0.106352547,0.582511059
-0.875909940,-1.091476355,0.890640694,-1.058890855,-0.830117599,-0.106069874,0.581763277
-0.878470136,-1.089409836,0.890611924,-1.058283397,-0.830908429,-0.105787966,0.581013325
-0.881027092,-1.087339112,0.890578858,-1.057669372,-0.831696988,-0.105506827,0.580261211
-0.883580786,-1.085264199,0.890541500,-1.057048783,-0.832483271,-0.105226459,0.579506944
-0.886131202,-1.083185116,0.890499853,-1.056421636,-0.833267273,-0.104946868,0.578750532
-0.888678321,-1.081101880,0.890453921,-1.055787934,-0.834048987,-0.104668056,0.577991984
-0.891222123,-1.079014508,0.890403708,-1.055147682,-0.834828410,-0.104390028,0.577231309
-0.893762592,-1.076923018,0.890349218,-1.054500882,-0.835605535,-0.104112786,0.576468514
-0.896299708,-1.074827428,0.890290455,-1.053847540,-0.836380357,-0.103836334,0.575703609
-0.898833452,-1.072727756,0.890227423,-1.053187660,-0.837152871,-0.103560676,0.574936603
-0.901363807,-1.070624018,0.890160125,-1.052521247,-0.837923072,-0.103285816,0.574167503
-0.903890755,-1.068516232,0.890088565,-1.051848304,-0.838690953,-0.103011757,0.573396320
-0.906414276,-1.066404417,0.890012748,-1.051168836,-0.839456511,-0.102738503,0.572623060
-0.908934352,-1.064288589,0.889932677,-1.050482847,-0.840219740,-0.102466057,0.571847734
-0.911450966,-1.062168768,0.889848356,-1.049790343,-0.840980634,-0.102194423,0.571070349
-0.913964099,-1.060044969,0.889759790,-1.049091328,-0.841739189,-0.101923604,0.570290915
-0.916473732,-1.057917212,0.889666983,-1.048385806,-0.842495399,-0.101653604,0.569509440
-0.918979848,-1.055785514,0.889569938,-1.047673782,-0.843249259,-0.101384427,0.568725933
-0.921482428,-1.053649892,0.889468659,-1.046955261,-0.844000764,-0.101116076,0.567940402
-0.923981454,-1.051510365,0.889363152,-1.046230249,-0.844749909,-0.100848554,0.567152857
-0.926476908,-1.049366950,0.889253419,-1.045498748,-0.845496689,-0.100581866,0.566363306
-0.928968773,-1.047219666,0.889139466,-1.044760766,-0.846241099,-0.100316015,0.565571758
-0.931457029,-1.045068531,0.889021296,-1.044016306,-0.846983134,-0.100051003,0.564778221
-0.933941658,-1.042913561,0.888898914,-1.043265374,-0.847722789,-0.099786836,0.563982705
-0.936422644,-1.040754776,0.888772324,-1.042507975,-0.848460059,-0.099523515,0.563185218
-0.938899967,-1.038592193,0.888641530,-1.041744113,-0.849194939,-0.099261046,0.562385769
-0.941373610,-1.036425830,0.888506537,-1.040973796,-0.849927423,-0.098999431,0.561584367
-0.943843555,-1.034255706,0.888367349,-1.040197026,-0.850657509,-0.098738673,0.560781020
-0.946309784,-1.032081838,0.888223970,-1.039413810,-0.851385189,-0.098478777,0.559975738
-0.948772279,-1.029904244,0.888076405,-1.038624154,-0.852110460,-0.098219745,0.559168529
-0.951231022,-1.027722943,0.887924658,-1.037828062,-0.852833317,-0.097961582,0.558359402
-0.953685995,-1.025537953,0.887768734,-1.037025541,-0.853553754,-0.097704290,0.557548366
-0.956137181,-1.023349292,0.887608637,-1.036216595,-0.854271768,-0.097447873,0.556735430
-0.958584561,-1.021156978,0.887444371,-1.035401231,-0.854987352,-0.097192335,0.555920602
-0.961028118,-1.018961029,0.887275942,-1.034579453,-0.855700504,-0.096937679,0.555103892
-0.963467835,-1.016761463,0.887103354,-1.033751268,-0.856411218,-0.096683908,0.554285308
-0.965903693,-1.014558299,0.886926611,-1.032916682,-0.857119488,-0.096431026,0.553464860
-0.968335675,-1.012351556,0.886745718,-1.032075700,-0.857825312,-0.096179036,0.552642555
-0.970763764,-1.010141250,0.886560680,-1.031228328,-0.858528683,-0.095927942,0.551818404
-0.973187941,-1.007927402,0.886371501,-1.030374573,-0.859229597,-0.095677747,0.550992415
-0.975608189,-1.005710028,0.886178186,-1.029514439,-0.859928051,-0.095428454,0.550164596
-0.978024490,-1.003489147,0.885980739,-1.028647933,-0.860624038,-0.095180067,0.549334958
-0.980436828,-1.001264779,0.885779167,-1.027775062,-0.861317556,-0.094932590,0.548503508
-0.982845184,-0.999036940,0.885573472,-1.026895831,-0.862008598,-0.094686025,0.547670255
-0.985249540,-0.996805650,0.885363661,-1.026010246,-0.862697161,-0.094440376,0.546835210
-0.987649881,-0.994570927,0.885149738,-1.025118314,-0.863383240,-0.094195646,0.545998380
-0.990046188,-0.992332789,0.884931707,-1.024220042,-0.864066831,-0.093951839,0.545159774
-0.992438443,-0.990091255,0.884709574,-1.023315434,-0.864747930,-0.093708958,0.544319402
-0.994826630,-0.987846343,0.884483343,-1.022404499,-0.865426531,-0.093467006,0.543477272
-0.997210731,-0.985598073,0.884253020,-1.021487241,-0.866102631,-0.093225987,0.542633394
-0.999590729,-0.983346462,0.884018610,-1.020563669,-0.866776225,-0.092985904,0.541787776
-1.001966607,-0.981091528,0.883780116,-1.019633788,-0.867447309,-0.092746761,0.540940427
-1.004338347,-0.978833292,0.883537546,-1.018697605,-0.868115879,-0.092508560,0.540091357
-1.006705932,-0.976571771,0.883290902,-1.017755127,-0.868781930,-0.092271304,0.539240574
-1.009069345,-0.974306983,0.883040191,-1.016806360,-0.869445458,-0.092034999,0.538388088
-1.011428569,-0.972038948,0.882785418,-1.015851311,-0.870106460,-0.091799645,0.537533907
-1.013783587,-0.969767684,0.882526587,-1.014889987,-0.870764929,-0.091565247,0.536678040
-1.016134382,-0.967493210,0.882263704,-1.013922395,-0.871420864,-0.091331809,0.535820497
-1.018480936,-0.965215544,0.881996774,-1.012948542,-0.872074259,-0.091099332,0.534961286
-1.020823233,-0.962934706,0.881725802,-1.011968434,-0.872725110,-0.090867822,0.534100417
-1.023161256,-0.960650713,0.881450794,-1.010982080,-0.873373413,-0.090637280,0.533237898
-1.025494988,-0.958363585,0.881171754,-1.009989485,-0.874019164,-0.090407710,0.532373739
-1.027824411,-0.956073340,0.880888687,-1.008990657,-0.874662360,-0.090179115,0.531507948
-1.030149509,-0.953779998,0.880601600,-1.007985604,-0.875302995,-0.089951498,0.530640535
-1.032470266,-0.951483577,0.880310497,-1.006974332,-0.875941066,-0.089724864,0.529771509
-1.034786664,-0.949184095,0.880015384,-1.005956849,-0.876576570,-0.089499214,0.528900878
-1.037098686,-0.946881572,0.879716266,-1.004933162,-0.877209501,-0.089274552,0.528028653
-1.039406317,-0.944576027,0.879413149,-1.003903279,-0.877839857,-0.089050881,0.527154841
-1.041709538,-0.942267478,0.879106037,-1.002867207,-0.878467633,-0.088828205,0.526279453
-1.044008334,-0.939955944,0.878794937,-1.001824953,-0.879092825,-0.088606527,0.525402496
-1.046302688,-0.937641445,0.878479853,-1.000776525,-0.879715430,-0.088385849,0.524523981
-1.048592583,-0.935323998,0.878160792,-0.999721931,-0.880335444,-0.088166175,0.523643916
-1.050878002,-0.933003624,0.877837758,-0.998661178,-0.880952862,-0.087947508,0.522762310
-1.053158929,-0.930680340,0.877510757,-0.997594275,-0.881567682,-0.087729851,0.521879172
-1.055435348,-0.928354166,0.877179795,-0.996521228,-0.882179899,-0.087513207,0.520994513
-1.057707242,-0.926025122,0.876844878,-0.995442046,-0.882789510,-0.087297580,0.520108340
-1.059974595,-0.923693225,0.876506010,-0.994356736,-0.883396511,-0.087082972,0.519220663
-1.062237390,-0.921358495,0.876163198,-0.993265307,-0.884000898,-0.086869387,0.518331490
-1.064495611,-0.919020951,0.875816447,-0.992167766,-0.884602667,-0.086656827,0.517440832
-1.066749241,-0.916680612,0.875465763,-0.991064121,-0.885201816,-0.086445297,0.516548697
-1.068998264,-0.914337497,0.875111152,-0.989954381,-0.885798340,-0.086234798,0.515655094
-1.071242665,-0.911991625,0.874752619,-0.988838553,-0.886392236,-0.086025334,0.514760032
-1.073482426,-0.909643016,0.874390169,-0.987716646,-0.886983500,-0.085816907,0.513863521
-1.075717531,-0.907291687,0.874023810,-0.986588669,-0.887572129,-0.085609522,0.512965570
-1.077947965,-0.904937659,0.873653546,-0.985454628,-0.888158119,-0.085403181,0.512066188
-1.080173711,-0.902580951,0.873279383,-0.984314533,-0.888741467,-0.085197887,0.511165383
-1.082394752,-0.900221581,0.872901328,-0.983168391,-0.889322170,-0.084993643,0.510263166
-1.084611074,-0.897859569,0.872519385,-0.982016213,-0.889900223,-0.084790452,0.509359544
-1.086822660,-0.895494935,0.872133562,-0.980858005,-0.890475624,-0.084588317,0.508454528
-1.089029494,-0.893127696,0.871743863,-0.979693776,-0.891048369,-0.084387241,0.507548127
-1.091231560,-0.890757873,0.871350295,-0.978523535,-0.891618454,-0.084187227,0.506640350
-1.093428842,-0.888385484,0.870952863,-0.977347290,-0.892185878,-0.083988278,0.505731205
-1.095621325,-0.886010549,0.870551575,-0.976165051,-0.892750635,-0.083790396,0.504820702
-1.097808991,-0.883633087,0.870146435,-0.974976826,-0.893312723,-0.083593586,0.503908850
-1.099991827,-0.881253118,0.869737449,-0.973782623,-0.893872139,-0.083397850,0.502995659
-1.102169815,-0.878870660,0.869324624,-0.972582452,-0.894428880,-0.083203190,0.502081137
-1.104342940,-0.876485733,0.868907967,-0.971376321,-0.894982941,-0.083009610,0.501165294
-1.106511186,-0.874098356,0.868487481,-0.970164240,-0.895534321,-0.082817113,0.500248139
-1.108674539,-0.871708548,0.868063175,-0.968946216,-0.896083015,-0.082625701,0.499329681
-1.110832981,-0.869316329,0.867635054,-0.967722260,-0.896629022,-0.082435377,0.498409929
-1.112986498,-0.866921719,0.867203124,-0.966492380,-0.897172337,-0.082246145,0.497488892
-1.115135074,-0.864524735,0.866767392,-0.965256586,-0.897712958,-0.082058007,0.496566580
-1.117278693,-0.862125398,0.866327863,-0.964014886,-0.898250881,-0.081870966,0.495643001
-1.119417340,-0.859723728,0.865884544,-0.962767289,-0.898786104,-0.081685025,0.494718166
-1.121551000,-0.857319742,0.865437441,-0.961513806,-0.899318624,-0.081500186,0.493792082
-1.123679657,-0.854913462,0.864986561,-0.960254446,-0.899848437,-0.081316453,0.492864760
-1.125803295,-0.852504906,0.864531909,-0.958989216,-0.900375541,-0.081133828,0.491936208
-1.127921900,-0.850094093,0.864073492,-0.957718128,-0.900899932,-0.080952315,0.491006436
-1.130035456,-0.847681043,0.863611316,-0.956441191,-0.901421609,-0.080771915,0.490075452
-1.132143948,-0.845265776,0.863145388,-0.955158413,-0.901940568,-0.080592632,0.489143266
-1.134247361,-0.842848311,0.862675714,-0.953869805,-0.902456805,-0.080414469,0.488209888
-1.136345679,-0.840428666,0.862202301,-0.952575377,-0.902970320,-0.080237428,0.487275326
-1.138438887,-0.838006863,0.861725154,-0.951275137,-0.903481107,-0.080061512,0.486339589
-1.140526971,-0.835582919,0.861244281,-0.949969095,-0.903989166,-0.079886724,0.485402688
-1.142609915,-0.833156856,0.860759687,-0.948657262,-0.904494493,-0.079713067,0.484464630
-1.144687705,-0.830728691,0.860271380,-0.947339647,-0.904997085,-0.079540542,0.483525425
-1.146760324,-0.828298445,0.859779365,-0.946016259,-0.905496940,-0.079369154,0.482585082
-1.148827759,-0.825866137,0.859283650,-0.944687109,-0.905994055,-0.079198905,0.481643611
-1.150889994,-0.823431787,0.858784240,-0.943352207,-0.906488427,-0.079029797,0.480701020
-1.152947015,-0.820995413,0.858281143,-0.942011563,-0.906980054,-0.078861833,0.479757320
-1.154998806,-0.818557036,0.857774365,-0.940665186,-0.907468934,-0.078695016,0.478812518
-1.157045354,-0.816116676,0.857263912,-0.939313087,-0.907955063,-0.078529348,0.477866624
-1.159086642,-0.813674351,0.856749792,-0.937955276,-0.908438439,-0.078364833,0.476919648
-1.161122657,-0.811230081,0.856232011,-0.936591763,-0.908919060,-0.078201472,0.475971598
-1.163153384,-0.808783886,0.855710575,-0.935222557,-0.909396923,-0.078039269,0.475022484
-1.165178808,-0.806335785,0.855185491,-0.933847671,-0.909872026,-0.077878226,0.474072315
-1.167198915,-0.803885798,0.854656767,-0.932467113,-0.910344366,-0.077718345,0.473121100
-1.169213690,-0.801433944,0.854124409,-0.931080894,-0.910813942,-0.077559630,0.472168848
-1.171223118,-0.798980243,0.853588422,-0.929689024,-0.911280749,-0.077402083,0.471215569
-1.173227186,-0.796524715,0.853048816,-0.928291515,-0.911744787,-0.077245706,0.470261271
-1.175225878,-0.794067379,0.852505595,-0.926888376,-0.912206053,-0.077090502,0.469305965
-1.177219181,-0.791608255,0.851958768,-0.925479618,-0.912664545,-0.076936473,0.468349658
-1.179207079,-0.789147362,0.851408340,-0.924065251,-0.913120260,-0.076783623,0.467392360
-1.181189560,-0.786684719,0.850854319,-0.922645286,-0.913573196,-0.076631954,0.466434080
-1.183166607,-0.784220348,0.850296711,-0.921219734,-0.914023350,-0.076481467,0.465474828
-1.185138209,-0.781754267,0.849735524,-0.919788606,-0.914470722,-0.076332167,0.464514613
-1.187104349,-0.779286495,0.849170765,-0.918351912,-0.914915308,-0.076184055,0.463553443
-1.189065014,-0.776817053,0.848602439,-0.916909663,-0.915357107,-0.076037133,0.462591328
-1.191020190,-0.774345960,0.848030556,-0.915461870,-0.915796115,-0.075891405,0.461628278
-1.192969863,-0.771873235,0.847455120,-0.914008543,-0.916232332,-0.075746872,0.460664300
-1.194914018,-0.769398899,0.846876140,-0.912549695,-0.916665755,-0.075603537,0.459699406
-1.196852643,-0.766922971,0.846293622,-0.911085335,-0.917096383,-0.075461403,0.458733602
-1.198785722,-0.764445470,0.845707574,-0.909615475,-0.917524212,-0.075320472,0.457766900
-1.200713243,-0.761966417,0.845118002,-0.908140125,-0.917949242,-0.075180747,0.456799307
-1.202635191,-0.759485831,0.844524914,-0.906659298,-0.918371469,-0.075042229,0.455830833
-1.204551552,-0.757003731,0.843928317,-0.905173003,-0.918790893,-0.074904922,0.454861488
-1.206462313,-0.754520137,0.843328217,-0.903681253,-0.919207512,-0.074768828,0.453891279
-1.208367460,-0.752035070,0.842724623,-0.902184058,-0.919621322,-0.074633948,0.452920218
-1.210266979,-0.749548548,0.842117540,-0.900681430,-0.920032324,-0.074500286,0.451948311
-1.212160857,-0.747060591,0.841506978,-0.899173381,-0.920440514,-0.074367844,0.450975570
-1.214049080,-0.744571220,0.840892941,-0.897659921,-0.920845891,-0.074236624,0.450002002
-1.215931635,-0.742080453,0.840275439,-0.896141061,-0.921248454,-0.074106628,0.449027617
-1.217808508,-0.739588310,0.839654478,-0.894616815,-0.921648200,-0.073977860,0.448052425
-1.219679685,-0.737094811,0.839030065,-0.893087192,-0.922045128,-0.073850320,0.447076433
-1.221545154,-0.734599976,0.838402207,-0.891552204,-0.922439236,-0.073724012,0.446099652
-1.223404901,-0.732103825,0.837770913,-0.890011864,-0.922830522,-0.073598938,0.445122090
-1.225258912,-0.729606376,0.837136189,-0.888466182,-0.923218985,-0.073475099,0.444143757
-1.227107175,-0.727107651,0.836498043,-0.886915171,-0.923604623,-0.073352499,0.443164661
-1.228949675,-0.724607668,0.835856482,-0.885358842,-0.923987435,-0.073231140,0.442184812
-1.230786401,-0.722106447,0.835211513,-0.883797207,-0.924367419,-0.073111023,0.441204219
-1.232617338,-0.719604008,0.834563144,-0.882230277,-0.924744574,-0.072992151,0.440222891
-1.234442474,-0.717100371,0.833911382,-0.880658065,-0.925118897,-0.072874527,0.439240836
-1.236261796,-0.714595554,0.833256235,-0.879080583,-0.925490388,-0.072758152,0.438258065
-1.238075290,-0.712089579,0.832597710,-0.877497842,-0.925859045,-0.072643028,0.437274586
-1.239882944,-0.709582465,0.831935815,-0.875909854,-0.926224867,-0.072529159,0.436290408
-1.241684744,-0.707074231,0.831270557,-0.874316632,-0.926587852,-0.072416545,0.435305540
-1.243480679,-0.704564898,0.830601943,-0.872718187,-0.926947998,-0.072305190,0.434319992
